id,name,name_cn,连载结束
122558,乙女王子 〜女子高漫研ホストクラブ〜,乙女王子 ～女子高中漫研男公关俱乐部～,"2009年10月号"
122611,酪農みるく,酪农牛奶,"2015年30号"
122736,それならいっそ恋になれ,不如就这样恋爱吧,"2013年19号"
122784,五色の舟,五色之舟,"2014-02-12 (2014年3月号)"
122827,偽コイ同盟。,伪恋同盟。,"2015-11-11"
122954,部活少女ゆう,,2011-09-01
122970,すみれの花咲く頃,,"1991年24号"
122973,甘い水,甘甜之水,"2002年42号"
122976,しずかの山,山岳达人,"2011年24号"
123007,アイ’ム ホーム,I’m home,"1998年12月"
123044,セクシーボイス アンドロボ,,2003年2月号（第13号）
123077,毎日かあさん,每日妈妈,"2017-06-26"
123120,マエストロ,,"2007年12月"
123201,チェイサー,,"2019年2号"
123208,あれよ星屑,啊，星屑,"2018-01-12(2018年2月号)"
123525,砂の器,,"1961-04-20"
123828,ちおちゃんの通学路,千绪的通学路,"2018-09-05（2018年10月号）"
123839,たそがれたかこ,黄昏季节的高子,"2017-05-15(2017年11号)"
123862,スパイダーマン,蜘蛛人,"1971年9月号"
124027,獄門島,狱门岛,"1948年10月"
124180,堕落論,堕落论,"1946-12-01"
124191,こもりクインテット!,小森五重奏！,"2015-05-27(2015年7月号)"
124332,五時間目の戦争,第五节课的战争,"2017-02-03 (2017年3月号)"
124425,Wizard's Soul 〜恋の聖戦〜,Wizard's Soul 〜恋之圣战〜,"2015-07-04 (2015年8月号)"
124463,魔物鑑定士バビロ,魔物鉴定师巴比罗,"2014-12-27(2014 vol.6)"
124785,転生したらスライムだった件,关于我转生变成史莱姆这档事,"2014-07-14 (最终话)"
124823,美しい男,,2000年6月号
125057,Now playing,,"2016-04-21"
125067,イヌカイ×トライヴ,犬饲×部族,"2016-09-08"
125069,彼方の咎人が闘う理由,彼岸之罪人战斗的理由,"2015-02-05"
125645,風雲児たち,,"1997年11月号"
125927,だんちがい,群居姐妹,"2021-09-22(2021年11月号)"
126490,金色のコルダ Blue♪Sky,金色琴弦 Blue♪Sky,"2014-06-24 (2014年8月号)"
126946,SSS!,,"2015-10-15(2015年11月号)"
126981,異世界迷宮の最深部を目指そう,异世界迷宫最深部为目标,"2021-05-28"
126986,ダブルゲージ,药GG-Double Gauge,"2014-07-15 (2014年8月号)"
127149,師匠シリーズ,师匠系列,"2018-03-30(2018年5月号)"
127407,女の子の設計図,女子的设计图,"Vol.8(2012-07-28)"
127475,小百合さんの妹は天使,小百合小姐的妹妹是天使,"2016-06-03(2016年7月号)"
127479,ぷあーなんてもうしまい,,"2015-11-27(VOL.27)"
127502,俺の嫁なんていねぇ！,我没有老婆！,"2016年1月号"
127515,カナシカナシカ,,"2011年10月号"
127604,大純情くん,,"1977年41号"
127606,出戻社員伝,,"1974年3月28日号"
127626,親不知讃歌,,"1977-03-26"
127655,児女英雄伝,儿女英雄传,2000年5月号(无限期休载)
127661,三ツ星カラーズ,三颗星彩色冒险,"2020-06-27 (2020年8月号)"
127720,少女は書架の海で眠る,少女于书架之海中沉睡,"2015-07-27(2015年9月号)"
127919,アゲハ100%,彩蝶百分百,"2006年5月号"
128298,今日のケルベロス,地狱三头犬的日常,"2018-05-11(2018年6月号)"
128485,ヤスコとケンジ,,"2006年（2006年11月号）"
128542,天使の3P!,天使的3P!,"2018-10-30(2018年12月号)"
128578,メイちゃんの執事,小咩的管家,"2012-11-20 (2012年24号)"
128659,辻浦さんとチュパカブラ,辻浦同学与卓柏卡布拉,"2015-07-09 (2015年32号)"
128905,サイボーグ009（Shotaro World）,人造人009,"1992-01-01"
129146,金色の文字使い -勇者四人に巻き込まれたユニークチート-,金色文字使 -被四名勇者波及的独特外挂-,"2016-11-16 (本篇)"
129230,怪談イズデッド,怪谈 is dead,"2017-05-06"
129306,ヨイコノミライ!,,"2005年11月号"
129374,月下ノ外レ外道,,"2017-02-17"
129628,ペン先にシロップ,染上蜜糖的笔尖,"2013-06-24 (2013年8月号)"
129726,カプチーノ,卡布奇诺,"2015-07-15(volume26)"
129746,甘忍少女あずき,,"2007-12-27(COMIC SEED! 2008年2月号)"
129902,超昂閃忍ハルカ,超昂闪忍遥,"2016年8月号"
130321,人生~マンガの章~,人生~漫画之章~,"2015-03-19 (2015年4月号)"
130792,俺たちに翼はない ~Rhapsody~,我们没有翅膀 ~Rhapsody~,"2010年2月号"
130801,俺たちに翼はない フレッジリング,我们没有翅膀 Fledgling,"2011-12"
130995,数学ガール ゲーデルの不完全性定理,数学少女 哥德尔不完备定理,"2011-10-27(2011年12月号)"
131047,食糧人類,食粮人类,"2015-01-16"
131163,舞-乙HiME Zwei,,"2007-04-19(2007年6月号)"
131366,ましろ色シンフォニー,纯白的交响曲,"2010年10月号"
131474,逢刻町そらそれ,,"2015年1月号"
131504,武装少女マキャヴェリズム,武装少女,"2022-06-24 (2022年8月号)"
131549,黒子のバスケ EXTRA GAME,黑子的篮球 EXTRA GAME,"2016-03-03(2016 vol.1)"
131550,黒子のバスケ Replace PLUS,黑子的篮球 Replace PLUS,"2018-04-24"
131579,ひとりぼっちの○○生活,孤独地躲在墙角画圈圈,"2021-04-27 (Vol.92)"
131777,マリッジロワイヤル,,"2011-01-27"
131915,ときめいちゃってゴメンね?,对你动心很抱歉？,"2015-07-18(2015年16号)"
132017,姑獲鳥の夏,姑获鸟之夏,"2014-12-10(vol.0043/怪)"
132206,ショートカッツ,,"1999年12号"
132217,骸盗アリス,骸盗爱丽丝,"2016-06-28(2016年8月号)"
132706,はしっぽ花星,角落的花星,"2014-12-27(2015年02月号/月刊)"
133104,おはよう、いばら姫,早上好，睡美人,"2017-05-24(2017年7月号)"
133188,ぼっちマン,孤独者,"2014-10-25(2014年12月号)"
133374,G専ラフスケッチ,,"2013-04-09(2013年5月号)"
133644,マジカノ,魔法彼女,"2008-04-26 (2008年6月号)"
133695,ヒニイル,红炎之恋,"2016-06-25"
134621,아메리칸 유령잭,吓不走的爱人,"2016-06-17"
134970,やがて魔剱のアリスベル,魔剑的爱丽丝贝尔,"2015-08-29(2015年10月号/Vol.17)"
134994,東京物語,东京物语,"1992年1月号"
135220,箱庭テレパシー,箱庭感应,"2014-10-23"
135570,トリコロ,同栖女子寮,"2005-04-09(きらら2005年5月号) / 2009-05-27(電撃大王2009年7月号)"
135656,機動戦士ガンダム 逆襲のシャア ベルトーチカ・チルドレン,机动战士高达 逆袭的夏亚 贝托蒂嘉的子嗣,"2018-03-26 (2018年5月号)"
135815,笑って！外村さん,外村同学，笑一个,"2017-10-21(まんがタイムスペシャル2017年12月号)"
135872,筆神,笔神,"2004年4月号"
136184,ことゆいジャグリング,甜心马戏团,"2007年5月号"
136360,ワンダリングワンダーワールド,漫步奇妙世界,"2017-01-26(2017年3月号)"
136518,オーバーロード,OVERLORD,"2023-05-25 (2023年7月号)"
136924,完璧☆彼氏彼女,完美☆彼氏彼女,"2011-09-13(2011年10月号)"
137642,この素晴らしい世界に爆焔を！,为美好的世界献上爆炎！,"2015-06"
138562,君のコトなど絶対に,绝不放过你,"2017-07-24(2017年9月号)"
139061,ハイパーダッシュ! 四駆郎,新冲锋！四驱郎,"2021-03-15 (2021年春号)"
139122,機動戦士ガンダムF91,,"1991年5月号"
139284,燐寸少女,火柴少女,"2017-11-04(2017年12月号)"
139286,インヘルノ,禁断姐弟恋,"2017-09-05(2017年10月号) (到23话)"
139720,イナズマン,闪电人,"1974年"
139739,よつば男子寮戦線,四叶男子宿舍战线,"2015-02-24 (2015年4月号)"
140140,ペルソナ4,女神异闻录4,"2019-03-27 (電撃マオウ 2019年5月号)"
140678,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,末日时在做什么？有没有空？可以来拯救吗？,"2016-03-31"
141228,深夜のダメ恋図鑑,深夜的奇葩恋爱图鉴,"2022-10-07 (2022年11月号)"
141293,ラブホの上野さん,爱情向导上野先生,"2018-09-05(2018年10月号)"
141415,未確認系クリプトハート,未确认系Crypt Heart,"2015-07-27(2015年9月号)"
141650,乃木若葉は勇者である,乃木若叶是勇者,"2017-01-30(2017年3月号)"
141807,とんかつDJアゲ太郎,炸猪排DJ扬太郎,"2017-03-23"
142239,绯色安娜,,"2010-09-24（第131期）"
142283,結城友奈は勇者である,结城友奈是勇者,"2018-08-30 (2018年10月号)"
142284,鷲尾須美は勇者である,鹫尾须美是勇者,"Vol.8（2015年1月号）"
142455,SHONANセブン,湘南七人,"2019-07-06(2019年8月号)"
142759,四姉妹エンカウント,橘家四姐妹,"2014-03-20 (2014年4月3日号)"
142869,激突のヘクセンナハト,激突的魔女之夜,"2017-01-27(2017年3月号)"
142942,レッドナイト・イヴ,真红的前夜,"2018-12-07(2019年1月号)"
143039,暗黒学校,暗黑学校,"2015-06-05"
143227,裏切りは僕の名前を知っている,无法逃离的背叛,"2017年6月号"
143257,班长大人！,,"2013-06-17（第266期）"
143593,スカイ・ワールド,苍穹境界 SKYWORLD 漫画版,"2014年11月号"
143596,すいまさんといっしょ,,"2014-08-09(2014年9月号)"
143752,けんもほろろ,,"2016-10-11(2016年11月号)"
143879,腹黒舞子さんとの京生活,和腹黑舞子的京都生活,"2016-04-04 (2016年5月号)"
143904,青の橘花,青之橘花,"2009-02-18"
144048,死神姫の再婚－薔薇園の時計公爵－,死神姬的再婚~蔷薇园的时计公爵~,"2016-02-26"
144289,保留荘の奴ら,保留庄的杀人鬼,"2015-08-29"
144296,現代魔女の就職事情,现代魔女的就业之路,"2017-12-27(2018年02月号)"
144370,Re:ゼロから始める異世界生活 第二章 屋敷の一週間編,Re:从零开始的异世界生活 第二章 宅邸的一周篇,"2017-01-25(2017年Vol.1)"
144405,Blue Lust,,"2017-08-22(2017年10月号)"
144446,兄に愛されすぎて困ってます,哥哥太爱我了怎么办,"2018-03-20(2018年8号)"
144649,パンでPeace!,面包带来和平,"2017-11-27 (2018年1月号)"
144736,あかやあかしやあやかしの,赤与灯皆有诡异,"2016-06-15(2016年7月号)"
145093,突然ですが、明日結婚します,也许很突然、明天我要结婚了,"2018-05-08(2018年6月号)"
145118,Charlotte,夏洛特,"2019-01-26(2019年2月号)"
145123,サバンナゲーム The Comic,野蛮游戏,"2016-07-22 (ULTIMATE編完结)"
145357,少年メイド,少年女仆,"2017-03-01(Vol.50)"
145947,S渡さんとM村くん,S佐渡小姐与M江村君,"2016-12-31(2017年2月号)"
146022,ホス探へようこそ,华丽男公关侦探社,"2009年"
146163,結婚しても恋してる,婚后之恋,"2017-03-10"
146203,僕に花のメランコリー,我与花的忧郁,"2019-12-05(2020年01号)"
146249,コスモス楽園記,,"1989年"
146398,高嶺の花なら落ちてこい!!,就算是高岭之花也要攻略！,"2019-06-20"
146528,1月にはChristmas,1月的圣诞节,"1983年4・5合併号"
146642,私立星城学園きらりん寮,私立星城学院星璃寮,"2016年3月号"
146863,てんしちゃんとあくまくん,天使酱和恶魔菌,"2014-08-27(2014年10月号)"
147625,ベイブレード バースト,,"2021年12月15日(2022年1月号)"
147689,瞬間ライル,瞬间莱尔,"2018-04-28(2018年6月号)"
147883,廻生のカリカチュア,回生的Caricature,"2016-12-12(2017年1月号)"
147894,あやめとあまね,菖蒲和天音,"2016-08-17"
147906,雛鳥のワルツ,雏鸟的华尔兹,"2017-04-20(2017年10号)"
148012,アイツとカノジョと魔法の手,他她与魔法之手,"2015-07-13(2015年8月号)"
148135,ちぐはぐ少女のダイアログ,不协调少女的对白,"2015-07-27(Vol. 23)"
148417,封神しない演義,演义不封神,"2018-08-24(2018年10月号)"
148532,大旗英雄傳,大旗英雄传,"1963年12月"
148618,拳頭,拳头,"1975年6月（245期）"
148665,K -ドリーム・オブ・グリーン-,K 绿之梦,"2016年4月号"
148679,御伽大戦 ファンタズマ,御伽大战 亡灵,"2014年7月号"
148799,docca,,"2012年6月号"
148809,からっと!,CARAT!光之魔法国,"2009年10月号"
148897,瑪瑙之竜,玛瑙之龙,"2013-10-15（volume8）"
149193,오렌지 마말레이드,吸血鬼也没关系,"2014-01-01"
149389,ヘヴィーオブジェクトA,重装武器A,"2016-10-27(2016年12月号)"
149397,オオカミさんと七人の仲間たち,,"2012-08-27（2012年10月号）"
149534,となりの吸血鬼さん,邻家的吸血鬼小妹,"2021-10-27(2021年12月号)"
149771,恋は人の外,恋人是人外,"2016-08-05(2016年17号)"
149775,ブラック・ブレット インタールードファッキュー!,,"2015-01-27（2015年3月号）"
149798,兄友,兄友,"2018-09-20(2018年20号)"
150095,天使の3P!の3P!!,天使的3P! 的3P!!,"2016-12-27(2017年2月号)"
150099,ゼロから始める魔法の書,零之魔法书,"2017-06-27(2017年08月号)"
150619,愛だ恋だを取り締まる俺に、春がやってきたので無秩序,,"2015年9月"
150787,きみとユリイカ,你和尤里卡,"2016-12-13 (2017年1月号)"
150907,僕が僕であるために。,为了我的存在,"2020年09月号"
151438,VOID -ヴォイド-,VOID-寂寞的快感-,"2015年11月"
151454,ĀTRAIL‐ニセカヰ的日常と殲滅エレメント‐,ATRAIL‐伪世界日常与毁灭之元素,"2018-10-26"
151635,トキワ来たれり!!,常磐来也,"2017-06-07 (2017年28号)"
151888,まりんとゆうれい,真铃和幽灵,"2013-06-05(2013年13号)"
152419,ういらぶ。 —初々しい恋のおはなし—,两小无猜。─纯真之恋─,"2017-07-20(2017年16号)"
152428,キミとだけは恋に堕ちない,绝对不会与你坠入爱河,"2017-06-02(2017年7月号)"
152690,放課後のピアニスト,放课后的钢琴社,2012-06-22（まんがタイムスペシャル2012年8月号）
152909,ニョロ子の生放送！,奈亚子的现场直播,"2016年6月号"
153554,イクシオンサーガED,,"2013-12-28 (2014年2月号)"
154100,さくらマイマイ,樱子的高校生活,"2018-02-27(2018年4月号)"
154120,マンホール 新装版,颤慄寄生,"2006-05-02(2006年10号)"
154345,ブレイブスター☆ロマンティクス,无畏之星☆罗曼史,"2017-09-15(2017年10/6号No.19)"
154755,ふかふか放課後パンくらぶ,软绵绵放学后面包俱乐部,"2016-09-17(2016年11月号)"
154996,ラーゼフォン,翼神传说,"2002-11-19 (2002年12月号)"
155184,わくわくろっこモーション,,"2016-11-26(コミック電撃だいおうじVol. 39)"
155537,今日から門限7:00です,从今天起门禁是7：00,"2016-08-12(2016年9月号)"
156145,スタミュ,高校星歌剧,"2015-10-22(2015年12月号)"
156305,天空の玉座,,"2018-12-06(2018年12月号)"
156382,失われた未来を求めて,追寻失去的未来,"2015-10-27(2015年12月号)"
157437,よしわら花おぼろ,吉原花胧影,"2012-09-24(2012年11月号)"
157745,町田くんの世界,町田君的世界,"2018-04-13(2018年5月号)"
157746,たましい いっぱい,,"2015年6月号"
157971,魔法使いと星降る庭,魔法师与星降庭院,"2016-08-24(2016年10月号)"
158066,シークレットの向こう側,,"2015年12月号"
158081,森のたくまさん,森林里的熊先生,"2016-11-05 (2016年23号)"
158859,ご隠居魔王の非日常,隐居魔王的非日常,"2016-12-24 (2017年2月号)"
159718,悲鳴伝,悲鸣传,"2017-12-06(2018年1月号)"
159720,オズとエルザ,奥兹与艾尔莎,"2016-10-04(2016年11月号)"
159917,三代目薬屋久兵衛,三代目药屋久兵卫,"2016-12-08(2017年1月号)"
160127,ザ・サード 砂漠の星のアプレンティスガール,THE THIRD 沙漠之星的实习少女,"2006-11-09 (2006年12月号)"
160446,ルルメイト,露露和她的小伙伴们,"2016年11月号"
160745,スピリット・マイグレーション,精神转移冒险记,"2017-05-17"
160855,シュルルン雪子姫ちゃん feat.ドロロンえん魔くん,,"2011年4月号"
161059,未踏召喚://ブラッドサイン,未踏召唤://鲜血印记,"2019-06"
161145,にゃんこデイズ,喵咪days,"2020-10-27(2020年12月号)"
161395,犬神さんと猿飛くんは仲が悪い。,犬神小姐和猿飞君的关系不好,"2015年9月号"
161439,A子さんの恋人,,"2020-07-15(volume76)"
161750,奇異太郎少年の妖怪絵日記,奇异太郎少年的妖怪绘日记,"2022-03-01"
161903,魔法少女育成計画,魔法少女育成计划,"2015-10-26(2015年12月号)"
161935,いつか天魔を斬る魔女,曾几何时斩杀天魔的魔女,"2012-06-26(2012年8月号)"
162112,あやかしこ,妖怪宅院,"2020年10月号 (月刊コミックキューン)"
162438,春木屋さんはいじっぱり,,"2016年11月号"
162514,壊れていてもかまいません,把我玩坏也没关系,"2016-04-11(2016年5月号)"
162837,Im～イム～,大祭司伊姆霍特普,"2018-07-12(2018年8月号)"
162853,ロクでなし魔術講師と禁忌教典,不正经的魔术讲师与禁忌教典,"2021-06-25 (2021年8月号)"
163036,新米住職さんと不可思議な日々,新人住持与不可思议的日常,"2015-11-24(2016年1月号)"
164130,唇にキミの色,嘴唇上印下你的颜色,"2015-10-10(2015年11月号)"
164133,絶望ベイビー,绝望宝贝,"2014-12-24 (2015年2月号)"
164209,アラバスター（手塚治虫漫画全集）,透明人,"1971年06月28日号"
164498,超少女明日香,,"1975年5月号"
164499,明日香ふたたび,,"1976年6月号"
165385,生徒会長が百合好きでも問題ナシ!?,学生会长就算喜欢百合也没有关系!?,"2013-05-09(2013年6月号)"
165845,your diary (1),,"2014-03-19(イノセントNo.1)"
166081,黒鉄の太陽,,"2015-09-11"
166149,俺んちのメイドさん,我家的女仆小姐,"2020-10-27(2020年12月号)"
166207,わたしのご主人様は人間じゃない気がする,我的主人不是人,"2017-12-27(2018年2月号)"
166259,스페이스 차이나드레스,宇宙旗袍,2015-12-21
166704,ヤギくんとメイさん,八木君和芽依小姐,"2017-11-28(2018年1月号)"
166831,あっくんとカノジョ,敦君与女朋友,"2018-06-15(2018年7月号)"
167361,こみっくパーティー,漫画同人会,"2005年3月号"
167530,ぺたがーる,平板少女,"2018-12-27(2019年2月号)"
167567,喰姫-クヒメ-,食人姬,"2017-11-09(2017年12月号)"
167991,僕だけがいない街 Another Record,只有我不存在的城市 Another Record,"2016-02-10(2016年3月号)"
168112,CHAOS;HEAD,混沌头,"2009-04-27(2009年6月号)"
168118,CHAOS;HEAD らぶChu☆Chu!,混沌之脑 LOVE ChuChu,"2012-04-20"
168455,スマイル,笑你妹,"2016年8月号"
168890,学生戦争～双極の運命～,学生战争～双极之命运～,"2015-12-27"
168896,极度分裂,极度分裂,"漫客第412期（2016-05）"
169177,アワヤケ,,"2008年"
169583,悪戯ちょうちょ,恶作剧蝴蝶,"2013-06-22(Vol.99 / 2013年7月号)"
169761,東のくるめと隣のめぐる,,"2016-01-11"
169865,サムライせんせい,武士老师,2020-10-25
170132,さらば、佳き日,再会了，美好时光,"2022-12-16 (vol.24)"
170295,僕の彼女がマジメ過ぎる処女ビッチな件,关于我女友是个一本正经的处女碧池这件事,"2019-09-13"
171026,黒伯爵は星を愛でる,黑伯爵所宠爱之星,"2018-04-05(2018年9号)"
171174,全裸男と柴犬男 警視庁生活安全部遊撃捜査班,全裸男子与柴犬男子,"2014-09-27(2014年11月号)"
171330,大江戸妖怪かわら版,大江户妖怪瓦版,"2018年12月号"
172282,千早さんはそのままでいい,千早同学保持原样就好,"2018-04-04(2018年5月号)"
172358,Bグループの少年X,,"2018-02-22"
172459,シャッフル学園,Shuffle学园,"2017-01-06(2017年新年2月特大号)"
172468,社畜！ 修羅コーサク,世纪末社畜大传,"2017-03-06 (2017年Vol.4)"
172554,打撃女医サオリ,打击女医沙织,"2009年3号"
173021,顔がいいから許しちゃう,看你长得好看就原谅你了,"2016-09-13(2016年10月号)"
173034,スモーキン’パレヱド,杀戮游行 SMOKIN' PARADE,"2021-04-26(2021年6月号)"
173310,ソラの妖精,天空的妖精,"2013-10-24(2013年12月号)"
173853,BEAR BEAR,,"2013-06-10(2013年7月号)"
174096,ゼイチョー！～納税課第三収納係～,税调！～纳税科第三收纳系～,"2017-03-01(2017年6号)"
174223,制服ロビンソン,,"2018-02-17(2018年3月号)"
174228,天藍のメメント,天蓝的记忆,"2017-11-24(2018年1月号)"
174486,不器用な匠ちゃん,不灵巧的小匠小姐,"2014-11-05(2014年12月号)"
174656,月が綺麗ですね,月色真美啊,"2019-11-18(2020年1月号)"
174706,ミザントロープな彼女,孤僻的她,"2017-03-07(2017年4号)"
174719,梅衣堂ひよと旦那様の野望,梅衣堂阳夜与主人的野心,"2021-07-12(2021年4月号)"
175000,お待ちしてます 下町和菓子 栗丸堂,期待您的光临 老街和菓子店 栗丸堂,"2016-03"
175017,江戸の検屍官,江户验尸官,"2018年9号"
175039,ウルトラ怪獣擬人化計画 ギャラクシー☆デイズ,奥特怪兽拟人化计划 银河日常,"2019-05-30 (2019年7月号)"
175047,未完成ラヴァーズ,恋人未满,"2015-05-22(2015年7月号)"
175284,私は天才を飼っている。,我圈养了天才。,"2018-05-24(2018年7月号)"
175302,バッテリー,野球少年,"2022年9月号"
175466,蛍火の灯る頃に,萤火点亮之时,"2018-02-24(2018年4月号)"
175729,偽書ゲッターロボ ダークネス,伪书盖塔,"2012年2号 ヤングアニマル嵐"
175985,Mein Ritter～私の騎士～,Mein Ritter 我的騎士,"2015-05-16 (No.45)"
176074,Re:teen 繭の中でもう一度10代のキミと会う,,"2016-08-27(2016年10月号)"
176527,ギャルとオタクはわかりあえない。,辣妹和阿宅无法互相理解,"2019-11-27(2020年1月号)"
176536,케덴독,Cat & Dog,"2014-12-26"
176812,WORLD END ECONOMiCA,月界金融末世录,"2015-07-10"
176952,オルフィーナSAGA,,"2010-12-09(2011年1月号)"
177050,ましろ色シンフォニー -Wind of silk-,纯白的交响曲-Wind of silk-,"2011年9月号"
177051,ましろ色シンフォニー -Twinkle moon-,纯白的交响曲 -Twinkle moon-,"2012年1月号"
177172,君は、オレが好きだって言ったらどんな顔するだろう。,当我说喜欢你时，你是什么表情呢。,"2016-10-20(2016年22号)"
177173,Challenge Up!,,"2016-09-20(2016年20号)"
177245,風よ、万里を翔けよ,风翔万里,"2018-02-06(2018年3月号)"
177259,偶像事変 ～鳩に悲鳴は聞こえない～,偶像事变~鸠听不见他们的悲鸣～,"2018-03-06(2018年Vol.4)"
177311,R先生のおやつ,R先生的下午茶,"2018-07-06(2018年8・9月合併号)"
177468,Re:ゼロから始める異世界生活 第三章 Truth of Zero,Re:从零开始的异世界生活 第三章 Truth of Zero,"2019-09-27（2019年11月号）"
177506,潜入！TRIGGER24時,,"2016-07-01"
177519,少年アシベ,少年阿贝,"1994年3・4合併号"
177690,オレが腐女子でアイツが百合オタで,俺♀是腐女子她♂是百合宅,"2017-11-04(2017年12月号)"
177974,殺戮の天使,杀戮天使,"2020-09-15 (2020年10月号)"
177997,本好きの下剋上～司書になるためには手段を選んでいられません～,书虫的下克上～为了成为图书管理员而不择手段～,"2017-03-12"
178016,マシュリの匣,契约之匣,"2017-04-20"
178297,ゆるゆる,悠然时光,"2012-11-19 (2013年1月号)"
178335,暗闇ダンス,,"2016-11-11"
178508,ハンキー・ドリー,一切都好,"2016-12-13"
178517,紅霞後宮物語～小玉伝～,红霞后宫物语~小玉传~,"2022-05-06 (2022年6月号)"
178621,ノーマン,,"1968年12月22日号"
178636,さよならノクターン,永别夜响曲,"2016-12-03(2017年1月号)"
178908,春日坂高校漫画研究部,春日坂高中漫画研究社,"2017-07-15(2017年8月号)"
179021,終末の天気,终末的天气,"2016-01-25(2016年8号)"
179104,クロスライン,,"2017-06-16(2017年8月号)"
179915,不死の猟犬,不死的猎犬,"ハルタvolume79"
179962,ぴくし部,P站部,"2016年4月号"
180020,カクテル,,"2016-08-03"
180328,少年の名は,,"『ハルタ』volume18"
180329,タイマンズ,,"『ハルタ』volume23"
180337,鋼鉄奇士シュヴァリオン,,"『ハルタ』volume25"
180338,レイチェル創々,,"『ハルタ』volume27"
180456,花と忍び,花与忍,"2016-04-02(2016年5月号)"
180627,ライフ2 ギバーテイカー,LIFE2 给予者接受者,"2018-10-25(2018年12月号)"
180748,死者の書,死者之书,"2016-03-12(2016年4月号)"
180868,公爵令嬢の嗜み,公爵家千金大小姐的爱好,"2017-09-03"
180870,こんな未来は聞いてない!!,这种未来不曾听闻过！！,"2018-04-13(2018年5月号)"
180931,千恋＊万花,千恋万花,"2017-02-27(2017年4月号)"
181000,西王子くんに告白されました。,西王子同学向我告白了。,"2017-05-27 (2017年7月号)"
181006,どくろさんが見ている,骷髅先生在看着你,"2017-10-27 (2017年12月号)"
181230,ソフィー・ローズと荊棘の人形師,,"2017-06-29"
181240,花魁地獄,花魁地狱,"2016年12月号"
181290,祕十村,秘十村,"2017-07-15"
181399,ファンタジスタドール,幻想娃娃,"2014年7月号"
181574,ひとでなしの恋恋ロ,非人恋心,"2016-03-28(2016年5月号)"
181576,宵待リビング×デッド,夜幕下的生者与亡灵,"2016-07-15(2016年08月号)"
181705,ほぼほぼ商店,,"2017-09-05(2017年10月号)"
182057,わたしの友達が世界一かわいい (1),我的朋友世界第一可爱,"2016-02-27 (2016年4月号)"
182089,純愛大吟醸,纯爱大吟酿,"2017-01-07(2017年2月号)"
182156,猫はまたたび,猫是木天蓼,"2016-08-26"
182363,CHAOS;CHILD,混沌之子,"2018-02-28(2018年4月号)"
182422,ふつつか者の兄ですが,家兄不才,"2017-06-22(2017年8月号)"
182438,少女騎士団×ナイトテイル,少女骑士团,"2017-12-27(2018年2月号)"
182607,首花は咲きゆく,,"2016-02-15(volume31)"
182617,ワレワレワ宇宙人ダ!!,吾等乃是外星人！！,"2016-04-23(2016年6月号)"
182660,Just Be Friends,,"2016-03-15(#18)"
182958,総指揮官と私の事情,总指挥官与我的事,"2015-08-26"
183261,ひゃくにちかん!!,一百天,"2017-10-27"
183396,ガールズ&パンツァー リボンの武者,少女与战车：缎带武士,"2021-03-05(2021年4月号)"
183581,花、むすぶ君へ,致、花彼端的你,"2017-07-25"
183715,チア男子!!,男子啦啦队,"2013年5月号"
183720,チア男子!!～GO BREAKERS～,男子啦啦队!!～GO BREAKERS～,"2016-11-08"
183861,宮河家が満腹!? 美水かがみオールスター 超簡単☆節約レシピ,宫河家的满腹,"2014-03-25 (2014年5月号)"
183870,しすたー・いん・らう!,,"2017年10月号"
183877,ひなこのーと,雏子日记,"2021-01-27(2021年3月号)"
183917,青春スウィートトラック,,"2016年12月号"
183920,ミエタミエナイセカイ,若隐若现的世界,"2017-09-11(2017年10月号)"
183933,かわいいハンター,,"2015年4月号"
183935,ガンズ&ガールズ,,"2017-01-27(2017年3月号)"
183936,むしとりニスタ,,"2016年6月号"
183943,屍町アンデッド,尸落城市,"2018-03-10"
183994,八十亀ちゃんかんさつにっき,八十龟酱观察日记,"2022-09-27(2022年11月号)"
184141,いつか、キミが隣で目覚めたら,若君终将、在身边苏醒,"2016-12-22"
184180,グランブルーファンタジー 双剣の絆,碧蓝幻想 双剑之羁绊,"2019-08-05(Vol.79)"
184377,サンリオ男子,三丽鸥男子,"2018-07"
184436,サークルクラッシュ！,社团破坏者,"2017-10-06"
184463,"ほしとくず -Don't worry,Be happy!-","星星与星屑 -Don’t worry,Be happy!-","2017-02-13(2017年3月号)"
184524,血族·番茄家园篇,,"2013年2月1日（漫画世界）"
184571,世界八番目の不思議,世界第八大不可思议,"2016-11-15(volume39)"
184600,プリズンハーツ,被囚禁的灵魂,"2017-03-28(2017年5月号)"
184607,LIMBO THE KING,,"2019-08-09"
184678,鬼を飼う,饲鬼,"2020年5月号"
184713,てぃ先生,T先生,"2018-03-05(2018年04月号)"
184742,異能メイズ,异能迷宫,"2018-04-12 (2018年5月号)"
185091,顔に出せない吉沢くん,无法表露感情的吉沢同学,"2017-03-23"
185185,好きしか言わない,只会说喜欢你,"2017-02-13(2017年3月号)"
185227,K MISSING KINGS,,"2015年9月号"
185229,K ドッグ&キャット,K 狗与猫,"2015年12月号"
185349,薔薇監獄の獣たち,,"2018-02-06(2018年3月号)"
185465,博多豚骨ラーメンズ,博多豚骨拉面,"2017-05-18(2017年6月号)"
185589,西荻窪ランスルー,,"2017-11-25(2018年1月号)"
185642,終焉のエリュシオン,终焉的极乐净土,"2016-10-28(2016年12月号)"
